1000	100

sample-0
950	-1.67334
160	-1.12063
261	-1.40844
89	0.651381
337	0.994135
849	-0.0221786
792	0.316824
333	0.842107
514	2.48387
780	-0.699869
285	-0.372922
593	0.687408
184	-0.706347
456	-0.160317
666	2.69483
987	-0.474919
381	0.485092
985	-1.04958
130	0.435638
235	-0.031812
508	0.802865
443	0.362697
850	0.893016
858	1.41501
166	-0.335709
131	0.00269315
828	0.222808
825	0.216821
556	0.663656
504	-0.280023
48	1.71934
610	-0.722458
454	0.839601
523	0.379112
966	0.715886
392	0.692521
449	0.906824
537	-0.1976
630	0.0580219
214	0.599256
897	-0.50631
283	-0.141615
766	0.895803
441	1.14093
27	1.03283
290	0.217651
977	-0.605821
502	0.230723
368	-0.198808
957	-0.394722
378	-0.480166
34	0.132733
589	-1.37856
68	0.515603
315	0.350833
778	-1.5091
730	1.26363
119	0.375451
473	1.0282
702	-1.50416
116	-0.130824
878	0.394614
848	1.87033
370	-1.64922
185	-0.44502
120	-0.454361
350	-0.396063
934	0.720409
3	-0.130032
594	-0.481941
490	-1.6629
124	-1.03955
669	-1.00293
305	-0.397773
831	-1.44212
515	0.579946
938	0.676081
837	0.51396
318	-0.542427
832	-0.886475
395	0.276541
940	-0.523053
632	-0.90784
707	1.17281
992	0.887075
240	0.11801
876	0.117524
49	-1.27387
779	-0.0867823
533	-1.01313
570	-0.455326
901	1.65058
967	-0.0789483
108	-0.240498
563	1.33616
852	0.327262
43	-1.01619
39	0.324486
115	-0.281791
25	1.21719
394	0.486779
58	-2.31746
647	-0.263724
764	0.880327
723	1.31075
226	-2.07028
883	-0.732006
846	-0.00447596
213	-1.07468
895	-1.34101
196	-0.709645
955	-0.0301261
117	0.805312
317	2.00127
910	-1.53544
547	0.0600652
578	1.06998
747	0.298599
320	0.569562
885	0.345014
126	0.556038
289	-0.890795
633	0.141113
220	-1.50538
457	-0.258724
209	-1.69994
165	0.442691
526	0.160416
157	-1.63867
472	-0.185708
308	-2.78684
665	0.164165
471	0.192057
888	0.516607
446	2.56306
253	-1.23092
577	0.802407
643	-0.130278
436	-0.479354
961	1.15998
198	1.11896
869	-0.0746193
689	-1.24186
150	1.20606
889	0.386304
600	1.0364
427	1.34782
358	0.139692
668	-0.455166
377	-3.07324
288	-0.310899
853	-1.582
59	1.39897
327	0.590025
111	0.265989
759	0.167944
676	0.434591
925	0.125971
784	-0.257701
428	-0.115264
205	1.01489
177	-0.711315
673	2.00635
672	-1.08507
402	0.507997
612	1.65556
75	0.289601
843	0.667308
452	-0.563178
996	-0.850407
834	1.5201
708	0.388586
819	1.39591
974	0.552077
207	-0.269323
741	-1.17946
178	-0.614852
148	-0.565386
917	1.25163
745	1.00241
348	-2.02129
406	-0.101896
467	-0.813332
371	1.44803
386	1.45775
838	2.21009
85	1.57922
913	-0.8372
603	-0.959401
693	-0.268631
968	-0.698804
112	0.247772
389	-0.679596
46	0.681879
744	0.132888
442	0.379779
331	-1.02566
867	-1.11114
20	0.152524
339	-0.857279
180	1.70176
866	-0.787208
956	-0.462179
483	-1.36149
190	2.54271
624	1.02779
820	-1.82027
7	0.5125
76	-0.177383
202	0.930574
979	-0.164
608	0.620561
609	0.867374
936	1.0611
948	0.624228
804	1.40099
375	-1.47365
847	-0.788395
188	1.15977
552	1.09056
237	-1.16517
501	0.128952
408	-1.31907
435	-0.112851
781	0.848417
36	-2.35156
800	-0.768317
962	-0.680136
352	0.33767
461	1.26855
72	-0.494807
894	1.61596
390	1.07939
249	0.407438
302	-0.00843111
725	1.4159
103	-1.17283
774	1.52682
776	0.56842
877	-0.402115
821	2.2513
127	1.89968
95	-0.0449825
667	-1.48291
383	-0.697307
652	-0.268028
488	1.05935
489	-0.884422
560	0.124203
356	1.10385
983	-0.2393
343	-0.648153
553	-1.04965
884	0.615286
29	0.87231
986	0.01756
342	-0.169734
973	-1.22728
539	1.0236
931	-3.02781
530	-1.11038
935	-0.126003
294	0.290875
248	1.52142
189	1.47143
709	-0.143347
357	0.509446
384	0.562731
257	-1.39196
351	1.61301
595	-0.147576
293	-0.760614
322	-0.937114
439	-0.285244
863	-0.624136
947	1.17615
143	-0.79688
14	1.1756
301	-0.204697
705	0.634558
637	-0.124796
771	0.592173
63	-0.330868
650	-0.321053
179	0.0341419
543	0.470316
216	-0.222672
208	1.38733
641	1.98959
990	0.217178
204	0.324906
17	-0.437017
872	-0.98746
507	-1.07495
648	0.186021
145	-0.909843
588	-2.73076
851	0.0796094
505	-0.683844
328	0.345646
338	1.55217
396	0.401934
770	1.09338
749	-0.420347
254	-2.01102
493	-0.659342
366	-0.142121
818	1.91853
518	1.33965
712	0.764322
500	0.368855
905	1.32588
8	-0.828962
824	-2.30902
176	1.84616
724	-1.18692
307	-0.839794
902	-0.399115
128	0.171246
969	1.13312
521	0.0999938
16	-0.247297
873	0.735671
995	-2.1596
823	-0.190728
722	0.205428
971	0.647219
746	-0.848592
675	-0.0506046
532	0.133353
657	1.57901
101	-0.307242
142	0.0243908
798	0.814515
921	-0.147381
424	0.442933
298	-1.03585
844	-0.669281
757	-0.179831
211	-3.08454
861	-0.514496
403	1.29059
875	0.100678
597	-0.806972
133	0.828468
69	0.201577
268	-1.506
364	-2.07604
923	0.249433
470	0.0453292
30	0.640902
199	0.857863
896	-0.0903407
982	-1.49239
769	-0.185676
718	0.673418
660	-0.414644
